bike,div_rank,gender_rank,overall_rank,run,swim,name
05:36:45,5,192,1237,03:58:46,01:04:51,"Tiedeken, Iris 837"
04:38:53,42,172,188,03:23:02,01:03:19,"Noon, Jonathan 1993"
05:28:11,26,154,1109,03:52:18,01:05:45,"Smith, Zoe 1915"
--:--:--,--,--,--,--:--:--,01:11:13,"Chevrier, Philippe 1267"
05:10:13,8,104,964,03:56:29,01:08:46,"Bretting, Nicole 1219"
04:49:40,122,795,881,04:15:40,01:02:18,"Racadot, Benoit 1145"
04:50:56,83,360,389,03:36:37,00:57:18,"Ureta, Pablo 1703"
05:09:57,52,290,1487,04:56:02,01:02:47,"Robbins, Mary 2165"
04:46:28,142,742,816,04:12:31,00:59:59,"Timp, Michael 1522"
06:05:23,154,1318,1703,04:05:53,01:34:21,"Deer, Tim 2471"
05:52:52,37,1334,1735,04:32:58,01:27:27,"Montreuil, Carol 333"
--:--:--,--,--,--,--:--:--,--:--:--,"Konschak, Ulrich 1048"
05:21:09,120,1144,1398,04:22:10,01:09:41,"Dow, Stephen 685"
--:--:--,--,--,--,--:--:--,--:--:--,"Lin, Haoran 2413"
06:00:27,105,1438,1928,05:00:43,01:46:17,"Gallegos, Roberto 460"
04:37:10,5,66,71,03:09:50,00:57:20,"Borg, Johan 2244"
04:35:22,39,313,337,03:41:10,01:02:14,"Andersen, Frederik 2214"
05:10:44,47,258,1410,04:41:13,01:05:24,"Hoffmann, Christine 2153"
05:21:38,20,124,1017,03:52:26,01:02:19,"Rüegg-Koller, Chantal 1631"
06:37:19,22,1613,2223,06:54:30,01:39:01,"Ladewig, Rob 157"
05:09:04,7,66,770,03:50:10,00:58:40,"Simpson, Diana 1896"
06:49:41,36,1554,2126,06:01:36,01:25:22,"Scott, Robert 228"
04:48:24,193,982,1140,04:29:40,01:12:19,"Bohm, Holger 1445"
05:56:21,66,354,1625,04:15:56,01:22:44,"Molesworth, Lilian 1604"
05:11:41,34,191,1234,04:30:03,00:56:57,"Rimmington, Rebecca 1943"
05:47:48,2,351,1621,04:21:35,01:22:59,"Wiley, Jane 374"
04:53:08,64,559,602,03:47:00,01:01:51,"Leyonhjelm, Ricky 2277"
04:56:25,189,995,1155,04:36:27,00:56:12,"Royce, Daniel 1690"
05:02:00,183,913,1049,04:25:59,00:53:44,"Faria, Marcos 1656"
05:31:30,34,180,1202,03:56:18,01:09:11,"Franco Acevedo, Marisol 2149"
04:43:59,63,556,598,03:59:40,00:59:13,"Besse, Ben 2217"
06:15:35,90,1367,1788,04:07:08,01:43:59,"Krebs, Jeffrey 436"
--:--:--,--,--,--,--:--:--,--:--:--,"Torre, Alejandro 1372"
04:49:32,79,301,324,03:21:25,01:03:08,"Johnstone, Gary 2074"
06:40:18,180,1449,1941,04:39:12,01:21:33,"Provoost, Peter 782"
05:23:03,14,98,947,03:44:32,01:06:17,"Whelan, Fiona 1595"
05:25:52,5,1302,1678,05:02:47,01:16:30,"Scott, Frederick 201"
05:05:14,85,373,402,03:11:12,01:09:55,"Doronin, Victor 1654"
06:11:22,23,383,1696,04:18:46,01:16:26,"Serreyn, Tracy 841"
05:10:18,29,681,740,03:44:47,00:56:41,"Andersen, Bent 719"
05:00:00,132,621,670,03:49:12,00:55:49,"Dyer, Mitchell 2025"
05:47:15,36,196,1250,03:40:13,01:16:00,"Haddad, Luciana 1883"
05:23:48,72,1249,1580,04:30:25,01:28:49,"Moncada, Thierry 438"
07:45:33,9,1645,2275,06:10:10,02:02:46,"Mamoru, Nakashima 140"
05:05:32,76,722,793,04:00:17,00:51:56,"Ishibashi, Takeshi 2252"
04:32:54,75,280,302,03:38:13,01:05:08,"Riley, Jacob 2139"
05:47:15,10,1376,1806,04:59:30,01:21:07,"Jordan, Bob 110"
06:28:32,215,1360,1779,04:08:10,01:29:28,"Tai, Dex 1866"
07:33:19,18,628,2263,06:32:43,01:38:43,"Bondy, Ann 263"
06:16:51,98,1407,1868,05:06:48,01:07:50,"Hay, David 461"
05:00:19,131,692,755,03:47:55,01:05:34,"Alacio, Salvador Alarcon 1255"
04:52:20,38,158,173,03:11:14,00:59:21,"Franco Moreu, Borja 1968"
05:36:09,17,1214,1522,04:17:37,01:17:20,"Foulounoux, Thierry 277"
05:12:53,138,723,794,03:31:37,01:12:36,"Church, Aaron 1451"
05:11:35,92,1044,1234,04:18:18,01:08:18,"Heckens, Georg 749"
04:47:54,40,173,190,03:06:38,01:11:08,"Smith, Luke 1862"
04:33:47,5,51,55,03:13:32,00:53:10,"Clark, David 1808"
05:04:51,1,37,558,03:36:37,00:59:40,"Jongstra, Sione 1553"
04:43:09,6,6,75,03:10:29,00:54:19,"Crowley, Sarah 3003"
05:37:13,32,423,1793,05:06:40,01:21:07,"Cole, Miriam 805"
04:54:52,44,371,400,03:24:50,01:06:18,"Nielsen, Peter 2230"
05:06:04,159,827,917,03:37:43,01:25:33,"Hankala, Teemu 1468"
05:01:21,121,540,578,03:24:22,01:05:32,"Veltum, Benjamin 2006"
05:00:36,121,659,713,03:49:13,01:02:21,"Desruisseaux, Carl 1275"
05:39:23,60,321,1557,04:15:42,01:29:16,"Longchamp, Caroline 1603"
05:38:40,205,1162,1429,04:06:44,01:13:41,"King, Joshua 1832"
05:16:10,210,1310,1690,05:17:11,01:02:15,"Lemesev, Pavel 1733"
05:54:05,29,486,1913,05:30:47,01:20:27,"Maclaurin, Roxanne 563"
05:41:54,37,303,1514,04:19:26,01:09:42,"Stoeckli, Michele 1214"
04:44:21,34,151,164,03:15:16,01:01:48,"Müller, Jens 1740"
05:44:55,259,1450,1942,05:43:56,01:23:12,"Broadley, Paul 1090"
05:37:41,4,416,1773,05:06:36,01:19:39,"Nelly, Wojtasinski 393"
04:33:00,74,323,349,03:50:12,00:57:52,"Whitfield, Richard 1751"
04:35:47,11,124,135,03:27:33,00:56:14,"Gillodts, Guillaume 1345"
04:49:55,26,123,134,03:14:38,00:53:35,"Torrades Sabada, Xavier 1868"
05:00:43,26,661,715,03:46:47,01:01:55,"Brocks, Steffen 595"
04:47:25,31,372,401,03:28:53,01:08:17,"Byrne, Ciaran 886"
06:27:42,116,1523,2078,06:03:38,01:23:49,"Key, Robert 465"
04:16:04,1,1,1,02:41:31,00:50:37,"Lange, Patrick 1"
05:07:51,9,387,418,03:27:33,00:51:56,"Michelsson, Magnus 707"
07:08:34,34,600,2195,06:33:10,01:23:03,"Kromer, Carmen 385"
05:38:09,9,269,1434,03:54:35,01:28:12,"Nielsen, Marianne Schøler 857"
06:03:40,20,379,1684,04:32:38,01:10:49,"Tuchner, Debra 821"
05:08:33,185,948,1097,04:05:50,01:08:49,"Meadows, Ben 1488"
05:06:00,222,1203,1498,05:05:31,00:57:17,"Sauma, Andres 1068"
04:41:46,165,993,1153,04:51:17,00:59:04,"Alvim, Thiago 1953"
05:15:09,115,1117,1353,04:23:26,01:07:44,"Vosloo, Christopher 643"
05:30:55,20,204,1273,04:04:13,01:08:29,"Boyes, Michelle 1173"
05:24:46,67,1228,1543,04:36:06,01:15:08,"Cho, Jung Hyun 457"
04:46:11,90,343,372,03:32:46,01:04:45,"Wetzel, Michael 2062"
07:05:34,31,584,2153,05:42:14,01:48:35,"Yamaguchi, Yumiko 394"
06:07:31,19,443,1830,04:51:17,01:19:34,"Soegaard, Karina 583"
07:12:39,33,595,2182,06:02:03,01:34:10,"Maru, Hiroko 387"
05:08:56,68,455,488,03:28:13,00:55:25,"Stewart, Alastair 1320"
07:19:09,50,622,2254,06:49:29,01:28:08,"Mccartney, Kathleen 102"
04:58:15,229,1239,1560,05:18:56,01:05:52,"Thomsen, Keld 1164"
05:12:07,22,941,1088,03:51:46,01:13:40,"Araki, Takeshi 424"
--:--:--,--,--,--,--:--:--,--:--:--,"Imai, Kunihiro 434"
05:21:57,28,135,1047,03:58:35,01:01:09,"Trotter, Jules 2169"
04:34:35,88,336,365,03:51:13,00:58:58,"Elvedal, Marius 2105"
06:12:44,65,464,1873,05:05:24,01:15:27,"Calman, Kirsty 2198"
05:18:59,172,1141,1392,04:14:53,01:19:43,"Lidström, Johan 2120"
05:33:49,53,295,1495,04:20:37,01:11:12,"Sandberg, Marie 1946"
06:27:01,33,514,1986,05:22:26,01:27:02,"Tiller, Linni 584"
05:46:12,54,317,1551,04:26:09,01:08:48,"Murphy, Meleah 2160"
04:37:52,21,187,205,03:25:09,01:06:45,"Rajca, Michal 2263"
05:45:18,209,1286,1650,04:37:28,01:12:29,"Dejongh, Bob 1811"
04:41:14,23,115,126,03:17:06,01:00:00,"Flunger, Mathias 1722"
06:05:06,171,1140,1391,03:45:51,01:04:23,"Kwaterka, Jonathan 1979"
05:33:41,25,231,1335,04:05:07,01:09:24,"Faerch, Kirstine 1177"
06:02:56,70,490,1925,05:20:44,01:17:14,"Reinhart, Rebecca 1942"
05:01:34,9,77,832,03:46:03,01:16:04,"RICHTROVA, JANA 1893"
05:31:02,189,968,1124,03:46:12,01:07:12,"Lies, Gerald 1302"
05:45:32,81,1298,1672,04:30:58,01:24:56,"Glynn, Tom 431"
05:35:15,27,1251,1583,04:42:13,01:13:01,"Drapella, Dariusz 276"
05:27:38,15,1169,1439,04:30:46,01:02:25,"Madden, Kurt 283"
05:14:36,47,1145,1399,04:26:14,01:13:16,"Herran, Luis 496"
05:22:37,186,972,1128,03:56:49,01:03:58,"Walkenhorst, Ryan 1871"
06:30:22,29,1518,2072,05:42:23,01:30:26,"Anders, Ralph 205"
--:--:--,--,--,--,--:--:--,--:--:--,"Alder, Timothy 1437"
05:34:41,88,1339,1744,04:56:40,01:25:23,"Rehle, Bernhard 441"
07:14:06,12,607,2214,06:12:43,01:43:34,"Tracy, Diane 257"
05:21:05,27,134,1046,03:41:59,01:19:17,"English, Victoria 2199"
05:06:53,174,903,1031,03:47:39,01:19:10,"Nova, Mitchell 1359"
05:34:24,175,1265,1607,04:50:41,01:07:37,"Zeledon, Rodolfo 2010"
05:51:56,40,450,1844,05:08:18,01:20:03,"Seiler, Ulrike 819"
05:33:32,74,1263,1603,04:47:00,01:06:32,"Schiller Thompson Flores, Claudio 524"
04:38:01,3,42,44,02:58:09,00:59:01,"Giuliano, Ryan 1970"
04:56:05,158,826,915,04:00:37,01:09:53,"Robertson, John 1367"
04:36:46,8,366,395,03:45:32,01:03:41,"Lang, Alexander 758"
05:32:54,26,241,1370,04:12:35,01:05:20,"Reuwer, Carrie 1250"
05:05:12,65,557,599,03:30:05,01:05:02,"Daudrix, Stéphane 969"
--:--:--,--,--,--,--:--:--,--:--:--,"Kawasaki, Ayako 188"
06:50:02,29,572,2119,05:59:54,01:26:25,"Shouksmith, Christine 372"
04:31:13,2,197,215,03:33:13,01:02:46,"Funk, Harold 698"
04:53:49,161,728,800,03:46:42,01:18:24,"LOPEZ, DOMINIC 1672"
05:13:53,20,821,910,03:43:11,01:12:42,"Li, Songen 2411"
06:06:11,58,401,1734,04:27:00,01:22:44,"Fanti, Paula 1178"
04:52:32,192,1049,1243,04:15:08,01:30:35,"Green, Jonathon 1821"
06:12:19,60,530,2021,05:31:35,01:45:54,"Wedgwood, Anna 869"
05:08:40,25,997,1158,04:21:57,01:00:38,"Kester, Steve 500"
04:18:45,4,4,4,02:52:33,00:47:45,"O'Donnell, Tim 43"
--:--:--,--,--,--,--:--:--,--:--:--,"Wu, Haitong 2136"
05:40:56,5,1445,1936,06:03:02,01:05:14,"Manser, Erich 122"
04:51:34,114,477,510,03:33:10,01:11:56,"Murray, Nathan 1680"
06:47:09,198,1578,2167,06:20:47,01:29:03,"Bartell, Matt 723"
05:07:34,219,1177,1454,04:39:38,01:12:35,"Decarli, Michael 1272"
05:21:29,108,1091,1309,04:04:08,01:19:59,"Abecassis, Eric 647"
05:07:14,163,763,843,03:51:42,00:58:53,"Sek, Dave 1698"
--:--:--,--,--,--,--:--:--,--:--:--,"Barclay, Aaron 2287"
05:33:45,46,356,1632,04:52:47,01:07:52,"Flores Márquez, Carime 2351"
--:--:--,--,--,--,--:--:--,--:--:--,"Eakin, Tina 1236"
06:01:27,50,1462,1961,05:39:04,01:22:56,"Johnsen, John 299"
--:--:--,--,--,--,--:--:--,--:--:--,"Tsvetkov, Sviatoslav 1869"
05:46:44,182,943,1091,03:30:51,01:05:50,"Besseling, Michel 1444"
05:19:38,45,1136,1379,04:00:39,01:31:33,"Birkelo, John 425"
06:02:26,56,308,1521,03:44:31,01:28:19,"Chow, Chi Ngan 1918"
04:58:13,114,780,863,04:13:37,00:53:05,"Abdo, Marcelo 874"
05:41:56,29,265,1425,04:06:58,01:11:47,"Kruse, Katja 1243"
05:35:48,125,1158,1419,04:02:15,01:20:21,"Socha, Tomasz 638"
05:34:42,61,1209,1511,04:27:07,01:10:53,"Burmester, Michael 484"
04:32:08,44,136,148,03:37:45,00:50:57,"Millward, Callum 53"
04:54:40,138,592,636,03:41:54,01:01:54,"Kocsis, Norbert 1833"
07:34:06,10,1668,2306,06:41:41,02:13:39,"Hudson, George 126"
04:46:45,49,332,360,03:26:52,01:04:49,"Nelker, Mikael 1307"
08:13:23,7,629,2266,06:06:59,01:26:46,"Thompson, Susan 189"
05:13:00,--,--,--,--:--:--,00:48:25,"Collington, Kevin 35"
06:03:11,60,429,1804,04:53:57,01:11:51,"Lin, Nina 2178"
--:--:--,--,--,--,--:--:--,--:--:--,"Farinon, Anabella 1600"
05:17:16,123,1149,1404,04:20:42,01:11:22,"Yard, Chris 717"
05:12:29,196,1003,1167,04:03:00,01:17:14,"Searcy, Conner 1514"
06:59:17,60,1548,2119,06:09:30,01:07:13,"Kersch, Thomas 329"
05:26:55,6,60,740,03:28:47,00:58:40,"Dumont, Claudia 1539"
04:19:44,11,11,11,02:59:24,00:47:46,"Gomez, Javier 7"
04:47:36,105,406,437,03:35:19,01:03:16,"Blesing, Ryan 2014"
07:09:16,3,578,2142,05:48:02,01:30:36,"Grundy, Anne 190"
06:22:32,87,444,1832,04:34:32,01:19:37,"Mckenzie, Michelle 1587"
04:40:22,57,229,251,03:29:04,01:03:26,"Al Khalifa, Hh Shaikh Nasser Bin Hamad 2456"
04:46:03,82,624,673,03:55:56,01:07:01,"Richardson, Shane 933"
06:53:43,284,1630,2250,07:24:57,01:15:50,"Scheer, Thomas 1151"
04:32:30,1,64,69,03:17:20,00:57:49,"Schaffeld, Timo 2417"
06:40:24,8,1533,2093,06:03:22,01:26:53,"Dias, Alexandre 119"
06:09:07,14,1432,1921,05:25:07,01:08:52,"Howse, Jon 223"
06:11:42,8,498,1959,05:24:53,01:24:02,"Hardwick, Frances 380"
06:02:39,61,433,1810,04:45:32,01:25:31,"Noya, Daniela 2161"
05:20:34,119,1139,1384,04:26:08,01:07:06,"Uwe, Moeller 640"
04:52:43,1,30,409,03:32:23,01:03:20,"Purbrook, Ruth 2330"
04:38:59,89,379,408,03:37:46,01:09:29,"Osokin, Victor 1683"
06:59:00,78,599,2188,06:12:23,01:46:31,"Hillman, Andrea 1224"
04:55:19,57,465,498,03:33:23,01:03:38,"Zaloga, Dmitrii 2284"
04:38:16,9,9,101,03:16:26,00:58:44,"Abraham, Corinne 3025"
05:41:49,4,171,1184,03:49:57,01:01:40,"Nichols, Katerine 856"
04:43:10,38,168,183,03:13:35,01:07:13,"Scherle, Joerg 1695"
05:36:26,135,1223,1536,04:14:44,01:22:06,"Dru Drury, Guy 604"
04:40:29,170,832,927,04:16:33,01:12:11,"Voit, Volker 1708"
05:36:16,43,224,1319,04:03:59,01:06:54,"Louderback, Kristin 1935"
05:55:46,28,1272,1627,04:19:23,01:21:18,"Gallo, Oscar 278"
04:54:22,11,406,437,03:32:40,01:01:54,"Tomkinson, Chris 796"
05:01:20,182,911,1042,03:55:56,01:20:30,"Seguine, Ryan 1697"
05:16:29,10,129,1032,03:44:42,01:20:10,"Zschorlich, Beate 1199"
05:11:46,179,1018,1194,04:08:41,01:12:31,"Welter, Mischa 954"
05:01:31,152,698,762,03:38:25,01:16:45,"Barbour, Damien 1800"
07:08:58,49,614,2231,06:06:12,02:08:00,"Laswell, Marilynn  577"
05:22:10,22,130,1033,03:45:30,01:12:37,"Olsen, Mette 1588"
04:56:19,83,324,350,03:23:44,01:01:23,"Stelzner, Jan 2088"
05:12:36,127,805,892,03:39:47,01:13:53,"Prinz, Joachim 1063"
07:23:58,128,1643,2273,06:50:50,01:41:37,"Perkins, Kevin 512"
06:37:03,32,566,2104,06:34:13,01:03:18,"Kelemen, Anna 2444"
--:--:--,--,--,--,--:--:--,--:--:--,"Lewis, Shane 1125"
05:59:26,17,297,1501,04:05:16,01:06:54,"Pauer, Stefanie 2449"
05:06:45,142,847,943,03:38:50,01:20:30,"Kirwan, Martin 908"
04:35:08,69,260,282,03:35:55,01:03:41,"Pruksa, Robert 1998"
05:24:36,144,750,826,03:22:34,01:12:26,"Joly, Lionel 1301"
05:09:15,2,33,481,03:27:01,00:57:03,"Hitz, Tamara 2369"
04:58:16,115,482,515,03:35:47,01:01:41,"Sahm, Philipp 1780"
06:44:25,2,574,2130,06:10:29,01:22:54,"Goodyear, Cullen 185"
05:10:04,104,1083,1294,04:16:32,01:15:39,"Cromstedt, Lennart 736"
05:26:33,24,176,1192,03:59:57,01:08:28,"Hawkins, Megan 2336"
--:--:--,--,--,--,--:--:--,--:--:--,"Painter, Glyn 1136"
--:--:--,--,--,--,--:--:--,02:06:00,"Horiuchi, Tadashi 132"
04:39:56,13,252,274,03:32:57,01:00:25,"Gluszkowski, Bogumil 1107"
05:19:05,140,844,940,03:55:17,00:58:26,"Podoba, Jacek 930"
06:50:59,220,1463,1962,04:40:02,01:33:32,"Calimano, Chris 1759"
--:--:--,--,--,--,--:--:--,01:03:39,"Yujiri, Junya 718"
04:54:05,16,16,187,03:21:00,00:52:02,"Frederiksen, Helle 3029"
04:49:40,42,302,325,03:34:36,00:51:42,"Holzerny, Jean-Christophe 1471"
04:42:26,24,96,105,03:12:56,00:56:40,"Taylor, Craig 2056"
06:25:26,52,491,1929,05:09:27,01:16:49,"Puumala, Sari 864"
05:07:26,144,641,691,03:39:31,01:02:43,"Murphy, Cheyne 1679"
05:07:54,5,45,651,03:34:52,01:03:57,"Hyvärinen, Heidi 2187"
--:--:--,--,--,--,--:--:--,--:--:--,"Lemery, Christophe 620"
04:51:17,17,622,671,03:56:15,01:01:15,"Dittmers, Maximilian 2379"
05:30:14,32,169,1180,03:57:19,01:04:23,"Rastetter, Marisa 1630"
05:11:01,160,916,1052,03:53:23,01:12:40,"Champagne, Franck 1025"
05:07:16,--,--,--,--:--:--,01:04:00,"O'Keeffe, Tony 440"
06:20:00,27,478,1897,04:57:12,01:20:26,"Matsufuji, Akari 2446"
04:34:48,30,369,398,03:49:31,01:01:43,"Škabrada, Jan 1071"
04:30:55,2,58,62,03:19:20,00:54:56,"Verbeke, Bert 1376"
05:46:54,51,291,1491,04:10:58,01:11:00,"Ibarra Guerrero, Alejandra 1884"
04:53:32,12,12,146,03:15:17,00:52:09,"Blatchford, Liz 3021"
06:04:12,96,1268,1616,04:19:48,01:06:18,"Silver, Zack 2264"
--:--:--,--,--,--,--:--:--,--:--:--,"Yan, Hu 585"
04:42:14,36,153,166,03:27:47,00:53:03,"Jackson, Matthew 2111"
05:03:44,194,1063,1266,04:29:10,01:08:53,"Todd, Gilmore 899"
04:59:39,14,462,495,03:29:34,01:04:33,"Wolf, Alexander 799"
04:50:51,99,384,414,03:37:20,00:58:38,"Alexis, Sicard 2053"
05:19:59,156,703,768,03:30:44,01:05:56,"Takao, Yamazaki 1700"
06:01:28,12,405,1740,04:27:34,01:27:10,"Gannon, Elizabeth 535"
05:59:33,15,427,1801,04:54:31,01:15:45,"White, Janie 545"
05:28:15,129,1172,1443,04:34:46,00:56:13,"Lanza, Craig 619"
07:27:38,6,623,2256,06:34:45,01:42:30,"Ridgway, Diane 187"
05:53:31,47,372,1667,04:27:33,01:19:36,"James, Elizabeth 2337"
05:08:25,165,766,849,03:43:09,01:08:06,"Hupel, Christian 1829"
04:27:18,37,55,59,03:24:16,00:50:38,"Guillaume, Romain 45"
05:24:59,38,1341,1747,05:14:41,01:18:52,"Weigert, Uwe 288"
05:35:57,9,107,971,03:34:35,01:05:32,"Hernandez, Cibelle 1206"
--:--:--,--,--,--,--:--:--,--:--:--,"Domoney, Christopher 222"
04:40:39,26,195,213,03:33:38,00:55:25,"Koceic, Marin 1349"
04:52:14,41,180,198,03:12:02,01:02:21,"Vindel Hernandez, Damian 1789"
05:00:32,107,744,820,03:54:20,01:08:04,"Tallo, David 1009"
04:39:37,31,144,157,03:15:17,01:04:14,"Vatai, Miklos 1788"
05:02:08,147,765,847,03:58:19,01:04:49,"Fischer, Oliver 1341"
--:--:--,--,--,--,--:--:--,00:54:13,"Duelsen, Marc 36"
05:16:43,4,41,590,03:17:21,01:07:36,"Giuliano, Jacqui 2150"
05:36:35,47,254,1396,04:06:21,01:12:17,"Bullard, Dana 1535"
05:11:08,98,1055,1251,04:07:34,01:19:28,"Ishida, Tsutomu 660"
04:57:42,126,547,587,03:32:04,01:10:41,"Ramajo Farre, Ruben 1686"
05:47:55,39,449,1842,04:29:03,02:03:49,"Peters, Karin 832"
05:18:19,136,1231,1546,04:34:35,01:23:40,"Fox, Thomas 2461"
05:31:30,24,139,1057,03:40:46,01:08:13,"Kislukhina, Valentina 1602"
05:48:28,94,1373,1797,04:59:40,01:18:56,"Rubalcava, Jose Alberto 443"
04:41:04,64,437,469,03:44:12,01:04:44,"Guarino, Marco 1347"
05:10:09,105,599,643,03:33:25,01:02:23,"Patterson, Kieron 1311"
04:43:51,131,615,664,03:56:19,01:07:42,"Kocjan, Klemen 2117"
04:48:32,99,418,450,03:43:14,00:57:58,"Ra, Jan-Morten 1744"
05:27:32,43,248,1387,04:00:57,01:26:40,"Piri, Silke 2207"
05:04:52,7,55,723,03:44:24,01:03:31,"carvalho, maria 2323"
05:36:21,20,358,1635,04:40:38,01:21:05,"Shipulina, Tatiana 2452"
05:32:10,1,194,1239,03:51:50,01:15:54,"Jakobsen, Kaisa 550"
04:34:19,1,35,37,03:03:13,00:55:24,"Olsen, Mikkel Hojborg 2045"
04:33:12,27,243,265,03:42:37,00:56:46,"Conzatti, Alessandro 2247"
05:11:23,204,1151,1406,04:26:42,01:08:18,"Rivalin, Laurent 1854"
04:46:35,19,587,631,03:53:25,01:01:50,"Hodska, Eric 750"
05:05:57,204,1113,1349,04:22:48,01:20:13,"Capobianco, Jeffrey 887"
07:37:07,281,1619,2234,06:04:52,01:35:16,"Buchaniec, Kevin 1091"
05:44:42,51,279,1458,04:08:37,01:08:19,"Peukert, Diana 1590"
05:37:11,173,1159,1420,04:09:47,01:09:28,"Fujiwara, Ryota 2027"
06:00:11,18,337,1595,04:14:44,01:12:59,"Van Den Boogert, Margareth 844"
04:37:56,59,265,287,03:40:15,00:57:30,"Edus, Arnaud 1813"
04:41:27,18,87,94,03:05:30,01:02:38,"Calcic, Marcos 2016"
05:10:32,164,987,1146,04:14:03,01:07:27,"Fernandez, Manuel Javier 1967"
05:40:01,86,1328,1724,04:50:45,01:19:07,"Santos, Paulo 523"
05:39:48,50,362,1645,04:39:46,01:18:35,"Cancroft, Kerry 1220"
05:03:31,113,640,690,03:33:50,01:08:14,"Monclus, Alfonso 1356"
04:52:31,104,598,642,03:40:10,01:11:00,"Sims, Nathan 1515"
05:37:19,89,1356,1771,04:54:05,01:21:43,"Sosa, Raul 200"
05:11:19,197,1074,1280,04:14:46,01:05:06,"Ellison, Patrick 1099"
05:03:01,98,697,761,03:36:35,01:13:22,"Barahona De Andres, Fernando 879"
05:35:00,167,1392,1840,05:24:55,01:10:15,"Höiom, Runar 699"
04:52:09,31,1143,1397,04:53:17,01:11:07,"Rose, Tim 2415"
04:40:40,9,110,120,03:16:54,00:56:39,"Mosley, Garron 1357"
04:24:38,89,339,368,03:58:03,01:00:14,"Jørgensen, Morten 2112"
05:14:10,193,1051,1245,04:10:52,01:08:55,"Johnson, Daniel 1729"
05:11:12,153,819,908,03:51:41,01:05:06,"Charbonneau-Lemaire, Mikael 2019"
05:14:24,138,842,938,03:43:19,01:13:28,"Garner, David 1036"
06:28:59,114,1512,2060,05:47:25,01:30:54,"Walthew, Jeff 451"
06:15:28,244,1374,1800,04:28:38,01:17:42,"Leano, Paolo 1483"
06:46:21,68,1632,2252,07:03:33,01:35:59,"Morell, David 334"
04:46:17,23,94,103,03:07:07,00:58:03,"Lastennet, Jeff 2078"
04:37:10,12,129,140,03:31:32,00:51:41,"Moelling, Jan-Luca 2303"
04:32:33,27,132,143,03:26:50,00:59:59,"Schiess, Urs 1782"
05:26:46,224,1210,1512,04:29:25,01:13:26,"Sakai, Sam 934"
04:32:02,27,111,121,03:21:05,01:01:21,"Rixon, Michael 1999"
05:11:11,39,213,1299,04:31:48,01:00:53,"Stokes, Kelly 1898"
05:32:32,249,1399,1852,05:32:49,01:17:13,"Nelson, John 1495"
05:35:19,42,236,1348,04:08:05,01:08:17,"Hodges, Maria 2152"
05:33:23,45,255,1401,04:10:14,01:11:49,"Palmer, Lauren 2162"
05:12:51,191,978,1135,04:26:24,00:46:29,"Sibbersen, Jan 1317"
05:20:54,4,114,990,03:53:03,01:04:01,"Perron, Benedicte 2436"
06:38:15,31,494,1946,05:00:16,01:16:17,"Flannigan, Suzanne 547"
05:15:26,23,131,1036,03:58:09,01:08:12,"Oliveira Amorim Da Costa, Rosecler 1580"
05:02:03,26,983,1142,04:10:11,01:13:56,"Eagle, Zach 2380"
--:--:--,--,--,--,--:--:--,01:07:27,"Dolecki, Jacob 2390"
05:50:26,38,304,1515,04:18:36,01:03:41,"Thomas, Suzy 1193"
04:54:58,24,634,683,03:48:40,01:02:54,"Voeller, Thomas 642"
06:24:37,7,1473,1986,05:18:26,01:32:34,"Musial, Marek 149"
04:54:03,167,1038,1226,04:41:59,01:03:39,"Piri, Christian 1997"
06:25:10,57,400,1732,04:10:44,01:20:08,"Holt, Wendy 1207"
04:46:40,78,490,523,03:49:20,00:59:04,"Defilippi, James 1273"
04:55:05,119,531,569,03:43:24,00:58:58,"Brown, Ryan 1958"
--:--:--,--,--,--,--:--:--,--:--:--,"Desmyttere, Martin 295"
05:07:36,--,--,--,--:--:--,01:11:24,"Sperazza, Chuck 285"
05:59:00,30,415,1768,04:35:56,01:28:04,"Desrochers, Christine 806"
04:31:26,29,30,31,03:03:58,00:50:42,"Butterfield, Tyler 32"
04:53:09,167,787,870,04:06:57,01:06:17,"Dvinov, Danny 1655"
05:09:44,196,1071,1275,04:22:31,01:08:40,"Peeman, Erik 1139"
05:38:53,51,277,1453,03:49:38,01:35:00,"Liyun, Chen 2204"
04:57:22,58,488,521,03:34:46,01:04:41,"Mitri, Klodian 2228"
05:44:50,255,1492,2022,06:11:55,01:31:40,"Wyatt, Jarrett 1529"
05:47:56,24,548,2059,06:52:16,01:08:41,"Sophiea, Laura 353"
05:05:02,116,1120,1357,04:26:40,01:15:32,"Pirozhkov, Mikhail 674"
04:50:39,122,661,715,04:07:05,00:53:53,"Dang, Qi 1270"
04:57:36,178,887,1006,04:15:31,01:02:58,"Dawes, Matthew 1650"
05:15:13,101,1079,1286,04:14:14,01:13:14,"Brierley, Andrew 691"
05:22:29,227,1221,1533,04:42:25,01:13:00,"Hickey, Michael 980"
05:37:40,40,221,1316,04:02:20,01:06:57,"Dierkes, Manuela 1618"
--:--:--,--,--,--,--:--:--,--:--:--,"Monteiro Da Silva, Frederico 1847"
05:10:59,79,741,815,03:35:41,01:10:55,"Harkawik, Bill 2299"
04:41:35,111,470,503,03:51:41,01:00:20,"Binns, Gregory 1713"
05:10:19,147,683,743,03:36:34,01:06:07,"Hanyu, Soichiro 1660"
04:53:40,56,251,273,03:21:27,00:59:13,"Vanhille, Mitch 1705"
